"","TreeID","TreeForm","Girth_cm","Stems","HeightGirth_cm","Estimated","Year"
"1249",115,"maiden",68,"NULL",NA,"NULL",2007
"1250",115,"maiden",68,"NULL",NA,"NULL",2008
"1251",115,"maiden",68,"NULL",NA,"NULL",2009
"1252",115,"maiden",68,"NULL",NA,"NULL",2010
"1253",115,"maiden",68,"NULL",NA,"NULL",2011
"1254",115,"maiden",68,"NULL",NA,"NULL",2012
"1255",115,"maiden",68,"NULL",NA,"NULL",2013
"1256",115,"maiden",68,"NULL",NA,"NULL",2014
"1257",115,"maiden",68,"NULL",NA,"NULL",2015
"1258",116,"maiden",133,"NULL",NA,"NULL",2007
"1259",116,"maiden",133,"NULL",NA,"NULL",2008
"1260",116,"maiden",133,"NULL",NA,"NULL",2009
"1261",116,"maiden",133,"NULL",NA,"NULL",2010
"1262",116,"maiden",133,"NULL",NA,"NULL",2011
"1263",116,"maiden",133,"NULL",NA,"NULL",2012
"1264",116,"maiden",133,"NULL",NA,"NULL",2013
"1265",116,"maiden",133,"NULL",NA,"NULL",2014
"1266",116,"maiden",133,"NULL",NA,"NULL",2015
"1267",116,"maiden",142,"1","130","0",2016
"1268",116,"maiden",142,"1","130","0",2017
"1269",116,"maiden",142,"1","130","0",2018
"1270",116,"maiden",142,"1","130","0",2019
"1271",117,"maiden",69,"NULL",NA,"NULL",2007
"1272",117,"maiden",69,"NULL",NA,"NULL",2008
"1273",117,"maiden",69,"NULL",NA,"NULL",2009
"1274",117,"maiden",69,"NULL",NA,"NULL",2010
"1275",117,"maiden",69,"NULL",NA,"NULL",2011
"1276",117,"maiden",69,"NULL",NA,"NULL",2012
"1277",117,"maiden",69,"NULL",NA,"NULL",2013
"1278",117,"maiden",69,"NULL",NA,"NULL",2014
"1279",117,"maiden",69,"NULL",NA,"NULL",2015
"1280",118,"maiden",63,"NULL",NA,"NULL",2007
"1281",118,"maiden",63,"NULL",NA,"NULL",2008
"1282",118,"maiden",63,"NULL",NA,"NULL",2009
"1283",118,"maiden",63,"NULL",NA,"NULL",2010
"1284",118,"maiden",63,"NULL",NA,"NULL",2011
"1285",118,"maiden",63,"NULL",NA,"NULL",2012
"1286",118,"maiden",63,"NULL",NA,"NULL",2013
"1287",118,"maiden",63,"NULL",NA,"NULL",2014
"1288",118,"maiden",63,"NULL",NA,"NULL",2015
"1289",119,"maiden",87,"NULL",NA,"NULL",2007
"1290",119,"maiden",87,"NULL",NA,"NULL",2008
"1291",119,"maiden",87,"NULL",NA,"NULL",2009
"1292",119,"maiden",87,"NULL",NA,"NULL",2010
"1293",119,"maiden",87,"NULL",NA,"NULL",2011
"1294",119,"maiden",87,"NULL",NA,"NULL",2012
"1295",119,"maiden",87,"NULL",NA,"NULL",2013
"1296",119,"maiden",87,"NULL",NA,"NULL",2014
"1297",119,"maiden",87,"NULL",NA,"NULL",2015
"1298",119,"maiden",87,"1","130","0",2016
"1299",119,"maiden",87,"1","130","0",2017
"1300",119,"maiden",87,"1","130","0",2018
"1301",119,"maiden",87,"1","130","0",2019
"1302",120,"maiden",80,"NULL",NA,"NULL",2007
"1303",120,"maiden",80,"NULL",NA,"NULL",2008
"1304",120,"maiden",80,"NULL",NA,"NULL",2009
"1305",120,"maiden",80,"NULL",NA,"NULL",2010
"1306",120,"maiden",80,"NULL",NA,"NULL",2011
"1307",120,"maiden",80,"NULL",NA,"NULL",2012
"1308",120,"maiden",80,"NULL",NA,"NULL",2013
"1309",120,"maiden",80,"NULL",NA,"NULL",2014
"1310",120,"maiden",80,"NULL",NA,"NULL",2015
"1311",121,"maiden",104,"NULL",NA,"NULL",2007
"1312",121,"maiden",104,"NULL",NA,"NULL",2008
"1313",121,"maiden",104,"NULL",NA,"NULL",2009
"1314",121,"maiden",104,"NULL",NA,"NULL",2010
"1315",121,"maiden",104,"NULL",NA,"NULL",2011
"1316",121,"maiden",104,"NULL",NA,"NULL",2012
"1317",121,"maiden",104,"NULL",NA,"NULL",2013
"1318",121,"maiden",104,"NULL",NA,"NULL",2014
"1319",121,"maiden",104,"NULL",NA,"NULL",2015
"1320",122,"maiden",113,"NULL",NA,"NULL",2007
"1321",122,"maiden",113,"NULL",NA,"NULL",2008
"1322",122,"maiden",113,"NULL",NA,"NULL",2009
"1323",122,"maiden",113,"NULL",NA,"NULL",2010
"1324",122,"maiden",113,"NULL",NA,"NULL",2011
"1325",122,"maiden",113,"NULL",NA,"NULL",2012
"1326",122,"maiden",113,"NULL",NA,"NULL",2013
"1327",122,"maiden",113,"NULL",NA,"NULL",2014
"1328",122,"maiden",113,"NULL",NA,"NULL",2015
"1329",123,"maiden",382,"NULL",NA,"NULL",2007
"1330",123,"maiden",382,"NULL",NA,"NULL",2008
"1331",123,"maiden",382,"NULL",NA,"NULL",2009
"1332",123,"maiden",382,"NULL",NA,"NULL",2010
"1333",123,"maiden",382,"NULL",NA,"NULL",2011
"1334",123,"maiden",382,"NULL",NA,"NULL",2012
"1335",123,"maiden",382,"NULL",NA,"NULL",2013
"1336",123,"maiden",382,"NULL",NA,"NULL",2014
"1337",123,"maiden",382,"NULL",NA,"NULL",2015
"1338",123,"maiden",400,"1","130","0",2016
"1339",123,"maiden",400,"1","130","0",2017
"1340",123,"maiden",400,"1","130","0",2018
"1341",123,"maiden",400,"1","130","0",2019
"1342",124,"maiden",67,"NULL",NA,"NULL",2007
"1343",124,"maiden",67,"NULL",NA,"NULL",2008
"1344",124,"maiden",67,"NULL",NA,"NULL",2009
"1345",124,"maiden",67,"NULL",NA,"NULL",2010
"1346",124,"maiden",67,"NULL",NA,"NULL",2011
"1347",124,"maiden",67,"NULL",NA,"NULL",2012
"1348",124,"maiden",67,"NULL",NA,"NULL",2013
"1349",124,"maiden",67,"NULL",NA,"NULL",2014
"1350",124,"maiden",67,"NULL",NA,"NULL",2015
"1351",124,"maiden",65,"1","130","0",2016
"1352",124,"maiden",65,"1","130","0",2017
"1353",124,"maiden",65,"1","130","0",2018
"1354",124,"maiden",65,"1","130","0",2019
"1355",125,"maiden",87,"NULL",NA,"NULL",2007
"1356",125,"maiden",87,"NULL",NA,"NULL",2008
"1357",125,"maiden",87,"NULL",NA,"NULL",2009
"1358",125,"maiden",87,"NULL",NA,"NULL",2010
"1359",125,"maiden",87,"NULL",NA,"NULL",2011
"1360",125,"maiden",87,"NULL",NA,"NULL",2012
"1361",125,"maiden",87,"NULL",NA,"NULL",2013
"1362",125,"maiden",87,"NULL",NA,"NULL",2014
"1363",125,"maiden",87,"NULL",NA,"NULL",2015
"1364",125,"maiden",90,"1","130","0",2016
"1365",125,"maiden",90,"1","130","0",2017
"1366",125,"maiden",90,"1","130","0",2018
"1367",125,"maiden",90,"1","130","0",2019
"1368",126,"maiden",109,"NULL",NA,"NULL",2007
"1369",126,"maiden",109,"NULL",NA,"NULL",2008
"1370",126,"maiden",109,"NULL",NA,"NULL",2009
"1371",126,"maiden",109,"NULL",NA,"NULL",2010
"1372",126,"maiden",109,"NULL",NA,"NULL",2011
"1373",126,"maiden",109,"NULL",NA,"NULL",2012
"1374",126,"maiden",109,"NULL",NA,"NULL",2013
"1375",126,"maiden",109,"NULL",NA,"NULL",2014
"1376",126,"maiden",109,"NULL",NA,"NULL",2015
"1377",126,"maiden",110,"1","130","0",2016
"1378",126,"maiden",110,"1","130","0",2017
"1379",126,"maiden",110,"1","130","0",2018
"1380",126,"maiden",110,"1","130","0",2019
"1381",127,"maiden",171,"NULL",NA,"NULL",2007
"1382",127,"maiden",171,"NULL",NA,"NULL",2008
"1383",127,"maiden",171,"NULL",NA,"NULL",2009
"1384",127,"maiden",171,"NULL",NA,"NULL",2010
"1385",127,"maiden",171,"NULL",NA,"NULL",2011
"1386",127,"maiden",171,"NULL",NA,"NULL",2012
"1387",127,"maiden",171,"NULL",NA,"NULL",2013
"1388",127,"maiden",171,"NULL",NA,"NULL",2014
"1389",127,"maiden",171,"NULL",NA,"NULL",2015
"1390",127,"maiden",189,"1","130","0",2016
"1391",127,"maiden",189,"1","130","0",2017
"1392",127,"maiden",189,"1","130","0",2018
"1393",127,"maiden",189,"1","130","0",2019
"1394",128,"maiden",159,"NULL",NA,"NULL",2007
"1395",128,"maiden",159,"NULL",NA,"NULL",2008
"1396",128,"maiden",159,"NULL",NA,"NULL",2009
"1397",128,"maiden",159,"NULL",NA,"NULL",2010
"1398",128,"maiden",159,"NULL",NA,"NULL",2011
"1399",128,"maiden",159,"NULL",NA,"NULL",2012
"1400",128,"maiden",159,"NULL",NA,"NULL",2013
"1401",128,"maiden",159,"NULL",NA,"NULL",2014
"1402",128,"maiden",159,"NULL",NA,"NULL",2015
"1403",128,"maiden",184,"1","130","0",2016
"1404",128,"maiden",184,"1","130","0",2017
"1405",128,"maiden",184,"1","130","0",2018
"1406",128,"maiden",184,"1","130","0",2019
"1407",129,"maiden",211,"NULL",NA,"NULL",2007
"1408",129,"maiden",211,"NULL",NA,"NULL",2008
"1409",129,"maiden",211,"NULL",NA,"NULL",2009
"1410",129,"maiden",211,"NULL",NA,"NULL",2010
"1411",129,"maiden",211,"NULL",NA,"NULL",2011
"1412",129,"maiden",211,"NULL",NA,"NULL",2012
"1413",129,"maiden",211,"NULL",NA,"NULL",2013
"1414",129,"maiden",211,"NULL",NA,"NULL",2014
"1415",129,"maiden",211,"NULL",NA,"NULL",2015
"1416",130,"maiden",85,"NULL",NA,"NULL",2007
"1417",130,"maiden",85,"NULL",NA,"NULL",2008
"1418",130,"maiden",85,"NULL",NA,"NULL",2009
"1419",130,"maiden",85,"NULL",NA,"NULL",2010
"1420",130,"maiden",85,"NULL",NA,"NULL",2011
"1421",130,"maiden",85,"NULL",NA,"NULL",2012
"1422",130,"maiden",85,"NULL",NA,"NULL",2013
"1423",130,"maiden",85,"NULL",NA,"NULL",2014
"1424",130,"maiden",85,"NULL",NA,"NULL",2015
"1425",130,"maiden",84,"1","130","0",2016
"1426",130,"maiden",84,"1","130","0",2017
"1427",130,"maiden",84,"1","130","0",2018
"1428",130,"maiden",84,"1","130","0",2019
"1429",131,"maiden",118,"NULL",NA,"NULL",2007
"1430",131,"maiden",118,"NULL",NA,"NULL",2008
"1431",131,"maiden",118,"NULL",NA,"NULL",2009
"1432",131,"maiden",118,"NULL",NA,"NULL",2010
"1433",131,"maiden",118,"NULL",NA,"NULL",2011
"1434",131,"maiden",118,"NULL",NA,"NULL",2012
"1435",131,"maiden",118,"NULL",NA,"NULL",2013
"1436",131,"maiden",118,"NULL",NA,"NULL",2014
"1437",131,"maiden",118,"NULL",NA,"NULL",2015
"1438",131,"maiden",170,"1","130","0",2016
"1439",131,"maiden",170,"1","130","0",2017
"1440",131,"maiden",170,"1","130","0",2018
"1441",131,"maiden",170,"1","130","0",2019
"1442",132,"maiden",122,"NULL",NA,"NULL",2007
"1443",132,"maiden",122,"NULL",NA,"NULL",2008
"1444",132,"maiden",122,"NULL",NA,"NULL",2009
"1445",132,"maiden",122,"NULL",NA,"NULL",2010
"1446",132,"maiden",122,"NULL",NA,"NULL",2011
"1447",132,"maiden",122,"NULL",NA,"NULL",2012
"1448",132,"maiden",122,"NULL",NA,"NULL",2013
"1449",132,"maiden",122,"NULL",NA,"NULL",2014
"1450",132,"maiden",122,"NULL",NA,"NULL",2015
"1451",133,"maiden",112,"NULL",NA,"NULL",2007
"1452",133,"maiden",112,"NULL",NA,"NULL",2008
"1453",133,"maiden",112,"NULL",NA,"NULL",2009
"1454",133,"maiden",112,"NULL",NA,"NULL",2010
"1455",133,"maiden",112,"NULL",NA,"NULL",2011
"1456",133,"maiden",112,"NULL",NA,"NULL",2012
"1457",133,"maiden",112,"NULL",NA,"NULL",2013
"1458",133,"maiden",112,"NULL",NA,"NULL",2014
"1459",133,"maiden",112,"NULL",NA,"NULL",2015
"1460",133,"maiden",110,"1","130","0",2016
"1461",133,"maiden",110,"1","130","0",2017
"1462",133,"maiden",110,"1","130","0",2018
"1463",133,"maiden",110,"1","130","0",2019
"1464",134,"maiden",141,"NULL",NA,"NULL",2007
"1465",134,"maiden",141,"NULL",NA,"NULL",2008
"1466",134,"maiden",141,"NULL",NA,"NULL",2009
"1467",134,"maiden",141,"NULL",NA,"NULL",2010
"1468",134,"maiden",141,"NULL",NA,"NULL",2011
"1469",134,"maiden",141,"NULL",NA,"NULL",2012
"1470",134,"maiden",141,"NULL",NA,"NULL",2013
"1471",134,"maiden",141,"NULL",NA,"NULL",2014
"1472",134,"maiden",141,"NULL",NA,"NULL",2015
"1473",135,"maiden",442,"NULL",NA,"NULL",2007
"1474",135,"maiden",442,"NULL",NA,"NULL",2008
"1475",135,"maiden",442,"NULL",NA,"NULL",2009
"1476",135,"maiden",442,"NULL",NA,"NULL",2010
"1477",135,"maiden",442,"NULL",NA,"NULL",2011
"1478",135,"maiden",442,"NULL",NA,"NULL",2012
"1479",135,"maiden",442,"NULL",NA,"NULL",2013
"1480",135,"maiden",442,"NULL",NA,"NULL",2014
"1481",135,"maiden",442,"NULL",NA,"NULL",2015
"1482",135,"maiden",444,"1","130","0",2016
"1483",135,"maiden",444,"1","130","0",2017
"1484",135,"maiden",444,"1","130","0",2018
"1485",135,"maiden",444,"1","130","0",2019
"1486",136,"maiden",114,"NULL",NA,"NULL",2007
"1487",136,"maiden",114,"NULL",NA,"NULL",2008
"1488",136,"maiden",114,"NULL",NA,"NULL",2009
"1489",136,"maiden",114,"NULL",NA,"NULL",2010
"1490",136,"maiden",114,"NULL",NA,"NULL",2011
"1491",136,"maiden",114,"NULL",NA,"NULL",2012
"1492",136,"maiden",114,"NULL",NA,"NULL",2013
"1493",136,"maiden",114,"NULL",NA,"NULL",2014
"1494",136,"maiden",114,"NULL",NA,"NULL",2015
"1495",136,"maiden",121,"1","130","0",2016
"1496",136,"maiden",121,"1","130","0",2017
"1497",136,"maiden",121,"1","130","0",2018
"1498",136,"maiden",121,"1","130","0",2019
"1499",137,"maiden",114,"NULL",NA,"NULL",2007
"1500",137,"maiden",114,"NULL",NA,"NULL",2008
"1501",137,"maiden",114,"NULL",NA,"NULL",2009
"1502",137,"maiden",114,"NULL",NA,"NULL",2010
"1503",137,"maiden",114,"NULL",NA,"NULL",2011
"1504",137,"maiden",114,"NULL",NA,"NULL",2012
"1505",137,"maiden",114,"NULL",NA,"NULL",2013
"1506",137,"maiden",114,"NULL",NA,"NULL",2014
"1507",137,"maiden",114,"NULL",NA,"NULL",2015
"1508",137,"maiden",132,"1","130","0",2016
"1509",137,"maiden",132,"1","130","0",2017
"1510",137,"maiden",132,"1","130","0",2018
"1511",137,"maiden",132,"1","130","0",2019
"1512",138,"maiden",124,"1","130","0",2016
"1513",138,"maiden",124,"1","130","0",2017
"1514",138,"maiden",124,"1","130","0",2018
"1515",138,"maiden",124,"1","130","0",2019
"1516",139,"maiden",81,"1","130","0",2016
"1517",139,"maiden",81,"1","130","0",2017
"1518",139,"maiden",81,"1","130","0",2018
"1519",139,"maiden",81,"1","130","0",2019
"1520",140,"maiden",134,"NULL",NA,"NULL",2007
"1521",140,"maiden",134,"NULL",NA,"NULL",2008
"1522",140,"maiden",134,"NULL",NA,"NULL",2009
"1523",140,"maiden",134,"NULL",NA,"NULL",2010
"1524",140,"maiden",134,"NULL",NA,"NULL",2011
"1525",140,"maiden",134,"NULL",NA,"NULL",2012
"1526",140,"maiden",134,"NULL",NA,"NULL",2013
"1527",140,"maiden",134,"NULL",NA,"NULL",2014
"1528",140,"maiden",134,"NULL",NA,"NULL",2015
"1529",140,"maiden",144,"1","130","0",2016
"1530",140,"maiden",144,"1","130","0",2017
"1531",140,"maiden",144,"1","130","0",2018
"1532",140,"maiden",144,"1","130","0",2019
"1533",141,"maiden",82,"NULL",NA,"NULL",2007
"1534",141,"maiden",82,"NULL",NA,"NULL",2008
"1535",141,"maiden",82,"NULL",NA,"NULL",2009
"1536",141,"maiden",82,"NULL",NA,"NULL",2010
"1537",141,"maiden",82,"NULL",NA,"NULL",2011
"1538",141,"maiden",82,"NULL",NA,"NULL",2012
"1539",141,"maiden",82,"NULL",NA,"NULL",2013
"1540",141,"maiden",82,"NULL",NA,"NULL",2014
"1541",141,"maiden",82,"NULL",NA,"NULL",2015
"1542",142,"maiden",82,"NULL",NA,"NULL",2007
"1543",142,"maiden",82,"NULL",NA,"NULL",2008
"1544",142,"maiden",82,"NULL",NA,"NULL",2009
"1545",142,"maiden",82,"NULL",NA,"NULL",2010
"1546",142,"maiden",82,"NULL",NA,"NULL",2011
"1547",142,"maiden",82,"NULL",NA,"NULL",2012
"1548",142,"maiden",82,"NULL",NA,"NULL",2013
"1549",142,"maiden",82,"NULL",NA,"NULL",2014
"1550",142,"maiden",82,"NULL",NA,"NULL",2015
"1551",143,"maiden",115,"NULL",NA,"NULL",2007
"1552",143,"maiden",115,"NULL",NA,"NULL",2008
"1553",143,"maiden",115,"NULL",NA,"NULL",2009
"1554",143,"maiden",115,"NULL",NA,"NULL",2010
"1555",143,"maiden",115,"NULL",NA,"NULL",2011
"1556",143,"maiden",115,"NULL",NA,"NULL",2012
"1557",143,"maiden",115,"NULL",NA,"NULL",2013
"1558",143,"maiden",115,"NULL",NA,"NULL",2014
"1559",143,"maiden",115,"NULL",NA,"NULL",2015
"1560",143,"maiden",169,"1","130","0",2016
"1561",143,"maiden",169,"1","130","0",2017
"1562",143,"maiden",169,"1","130","0",2018
"1563",143,"maiden",169,"1","130","0",2019
"1564",144,"maiden",39,"NULL",NA,"NULL",2007
"1565",144,"maiden",39,"NULL",NA,"NULL",2008
"1566",144,"maiden",39,"NULL",NA,"NULL",2009
"1567",144,"maiden",39,"NULL",NA,"NULL",2010
"1568",144,"maiden",39,"NULL",NA,"NULL",2011
"1569",144,"maiden",39,"NULL",NA,"NULL",2012
"1570",144,"maiden",39,"NULL",NA,"NULL",2013
"1571",144,"maiden",39,"NULL",NA,"NULL",2014
"1572",144,"maiden",39,"NULL",NA,"NULL",2015
"1573",144,"maiden",43,"1","130","0",2016
"1574",144,"maiden",43,"1","130","0",2017
"1575",144,"maiden",43,"1","130","0",2018
"1576",144,"maiden",43,"1","130","0",2019
"1577",145,"maiden",45,"NULL",NA,"NULL",2007
"1578",145,"maiden",45,"NULL",NA,"NULL",2008
"1579",145,"maiden",45,"NULL",NA,"NULL",2009
"1580",145,"maiden",45,"NULL",NA,"NULL",2010
"1581",145,"maiden",45,"NULL",NA,"NULL",2011
"1582",145,"maiden",45,"NULL",NA,"NULL",2012
"1583",145,"maiden",45,"NULL",NA,"NULL",2013
"1584",145,"maiden",45,"NULL",NA,"NULL",2014
"1585",145,"maiden",45,"NULL",NA,"NULL",2015
"1586",145,"maiden",49,"1","130","0",2016
"1587",145,"maiden",49,"1","130","0",2017
"1588",145,"maiden",49,"1","130","0",2018
"1589",145,"maiden",49,"1","130","0",2019
"1590",146,"multistem",109,"NULL",NA,"NULL",2007
"1591",146,"multistem",109,"NULL",NA,"NULL",2008
"1592",146,"multistem",109,"NULL",NA,"NULL",2009
"1593",146,"multistem",109,"NULL",NA,"NULL",2010
"1594",146,"multistem",109,"NULL",NA,"NULL",2011
"1595",146,"multistem",109,"NULL",NA,"NULL",2012
"1596",146,"multistem",109,"NULL",NA,"NULL",2013
"1597",146,"multistem",109,"NULL",NA,"NULL",2014
"1598",146,"multistem",109,"NULL",NA,"NULL",2015
"1599",146,"multistem",200,"1","base","0",2016
"1600",146,"multistem",200,"1","base","0",2017
"1601",146,"multistem",200,"1","base","0",2018
"1602",146,"multistem",200,"1","base","0",2019
"1603",147,"multistem",168,"NULL",NA,"NULL",2007
"1604",147,"multistem",168,"NULL",NA,"NULL",2008
"1605",147,"multistem",168,"NULL",NA,"NULL",2009
"1606",147,"multistem",168,"NULL",NA,"NULL",2010
"1607",147,"multistem",168,"NULL",NA,"NULL",2011
"1608",147,"multistem",168,"NULL",NA,"NULL",2012
"1609",147,"multistem",168,"NULL",NA,"NULL",2013
"1610",147,"multistem",168,"NULL",NA,"NULL",2014
"1611",147,"multistem",168,"NULL",NA,"NULL",2015
"1612",147,"multistem",271,"1","base","0",2016
"1613",147,"multistem",271,"1","base","0",2017
"1614",147,"multistem",271,"1","base","0",2018
"1615",147,"multistem",271,"1","base","0",2019
"1616",148,"multistem",59,"NULL",NA,"NULL",2007
"1617",148,"multistem",59,"NULL",NA,"NULL",2008
"1618",148,"multistem",59,"NULL",NA,"NULL",2009
"1619",148,"multistem",59,"NULL",NA,"NULL",2010
"1620",148,"multistem",59,"NULL",NA,"NULL",2011
"1621",148,"multistem",59,"NULL",NA,"NULL",2012
"1622",148,"multistem",59,"NULL",NA,"NULL",2013
"1623",148,"multistem",59,"NULL",NA,"NULL",2014
"1624",148,"multistem",59,"NULL",NA,"NULL",2015
"1625",148,"multistem",93,"2","130","0",2016
"1626",148,"multistem",93,"2","130","0",2017
"1627",148,"multistem",93,"2","130","0",2018
"1628",148,"multistem",93,"2","130","0",2019
"1629",149,"multistem",52,"NULL",NA,"NULL",2007
"1630",149,"multistem",52,"NULL",NA,"NULL",2008
"1631",149,"multistem",52,"NULL",NA,"NULL",2009
"1632",149,"multistem",52,"NULL",NA,"NULL",2010
"1633",149,"multistem",52,"NULL",NA,"NULL",2011
"1634",149,"multistem",52,"NULL",NA,"NULL",2012
"1635",149,"multistem",52,"NULL",NA,"NULL",2013
"1636",149,"multistem",52,"NULL",NA,"NULL",2014
"1637",149,"multistem",52,"NULL",NA,"NULL",2015
"1638",149,"multistem",75,"1","base","0",2016
"1639",149,"multistem",75,"1","base","0",2017
"1640",149,"multistem",75,"1","base","0",2018
"1641",149,"multistem",75,"1","base","0",2019
"1642",150,"multistem",320,"1","base","0",2016
"1643",150,"multistem",320,"1","base","0",2017
"1644",150,"multistem",320,"1","base","0",2018
"1645",150,"multistem",320,"1","base","0",2019
"1646",151,"maiden",56,"NULL",NA,"NULL",2007
"1647",151,"maiden",56,"NULL",NA,"NULL",2008
"1648",151,"maiden",56,"NULL",NA,"NULL",2009
"1649",151,"maiden",56,"NULL",NA,"NULL",2010
"1650",151,"maiden",56,"NULL",NA,"NULL",2011
"1651",151,"maiden",56,"NULL",NA,"NULL",2012
"1652",151,"maiden",56,"NULL",NA,"NULL",2013
"1653",151,"maiden",56,"NULL",NA,"NULL",2014
"1654",151,"maiden",56,"NULL",NA,"NULL",2015
"1655",151,"maiden",67,"1","130","0",2016
"1656",151,"maiden",67,"1","130","0",2017
"1657",151,"maiden",67,"1","130","0",2018
"1658",151,"maiden",67,"1","130","0",2019
"1659",152,"maiden",33,"NULL",NA,"NULL",2007
"1660",152,"maiden",33,"NULL",NA,"NULL",2008
"1661",152,"maiden",33,"NULL",NA,"NULL",2009
"1662",152,"maiden",33,"NULL",NA,"NULL",2010
"1663",152,"maiden",33,"NULL",NA,"NULL",2011
"1664",152,"maiden",33,"NULL",NA,"NULL",2012
"1665",152,"maiden",33,"NULL",NA,"NULL",2013
"1666",152,"maiden",33,"NULL",NA,"NULL",2014
"1667",152,"maiden",33,"NULL",NA,"NULL",2015
"1668",152,"maiden",37,"1","130","0",2016
"1669",152,"maiden",37,"1","130","0",2017
"1670",152,"maiden",37,"1","130","0",2018
"1671",152,"maiden",37,"1","130","0",2019
"1672",153,"maiden",51,"NULL",NA,"NULL",2007
"1673",153,"maiden",51,"NULL",NA,"NULL",2008
"1674",153,"maiden",51,"NULL",NA,"NULL",2009
"1675",153,"maiden",51,"NULL",NA,"NULL",2010
"1676",153,"maiden",51,"NULL",NA,"NULL",2011
"1677",153,"maiden",51,"NULL",NA,"NULL",2012
"1678",153,"maiden",51,"NULL",NA,"NULL",2013
"1679",153,"maiden",51,"NULL",NA,"NULL",2014
"1680",153,"maiden",51,"NULL",NA,"NULL",2015
"1681",153,"maiden",58,"1","130","0",2016
"1682",153,"maiden",58,"1","130","0",2017
"1683",153,"maiden",58,"1","130","0",2018
"1684",153,"maiden",58,"1","130","0",2019
"1685",154,"maiden",58,"NULL",NA,"NULL",2007
"1686",154,"maiden",58,"NULL",NA,"NULL",2008
"1687",154,"maiden",58,"NULL",NA,"NULL",2009
"1688",154,"maiden",58,"NULL",NA,"NULL",2010
"1689",154,"maiden",58,"NULL",NA,"NULL",2011
"1690",154,"maiden",58,"NULL",NA,"NULL",2012
"1691",154,"maiden",58,"NULL",NA,"NULL",2013
"1692",154,"maiden",58,"NULL",NA,"NULL",2014
"1693",154,"maiden",58,"NULL",NA,"NULL",2015
"1694",154,"maiden",63,"1","130","0",2016
"1695",154,"maiden",63,"1","130","0",2017
"1696",154,"maiden",63,"1","130","0",2018
"1697",154,"maiden",63,"1","130","0",2019
"1698",155,"maiden",44,"NULL",NA,"NULL",2007
"1699",155,"maiden",44,"NULL",NA,"NULL",2008
"1700",155,"maiden",44,"NULL",NA,"NULL",2009
"1701",155,"maiden",44,"NULL",NA,"NULL",2010
"1702",155,"maiden",44,"NULL",NA,"NULL",2011
"1703",155,"maiden",44,"NULL",NA,"NULL",2012
"1704",155,"maiden",44,"NULL",NA,"NULL",2013
"1705",155,"maiden",44,"NULL",NA,"NULL",2014
"1706",155,"maiden",44,"NULL",NA,"NULL",2015
"1707",156,"maiden",27,"NULL",NA,"NULL",2007
"1708",156,"maiden",27,"NULL",NA,"NULL",2008
"1709",156,"maiden",27,"NULL",NA,"NULL",2009
"1710",156,"maiden",27,"NULL",NA,"NULL",2010
"1711",156,"maiden",27,"NULL",NA,"NULL",2011
"1712",156,"maiden",27,"NULL",NA,"NULL",2012
"1713",156,"maiden",27,"NULL",NA,"NULL",2013
"1714",156,"maiden",27,"NULL",NA,"NULL",2014
"1715",156,"maiden",27,"NULL",NA,"NULL",2015
"1716",157,"maiden",31,"NULL",NA,"NULL",2007
"1717",157,"maiden",31,"NULL",NA,"NULL",2008
"1718",157,"maiden",31,"NULL",NA,"NULL",2009
"1719",157,"maiden",31,"NULL",NA,"NULL",2010
"1720",157,"maiden",31,"NULL",NA,"NULL",2011
"1721",157,"maiden",31,"NULL",NA,"NULL",2012
"1722",157,"maiden",31,"NULL",NA,"NULL",2013
"1723",157,"maiden",31,"NULL",NA,"NULL",2014
"1724",157,"maiden",31,"NULL",NA,"NULL",2015
"1725",157,"maiden",34,"1","130","0",2016
"1726",157,"maiden",34,"1","130","0",2017
"1727",157,"maiden",34,"1","130","0",2018
"1728",157,"maiden",34,"1","130","0",2019
"1729",158,"maiden",27,"NULL",NA,"NULL",2007
"1730",158,"maiden",27,"NULL",NA,"NULL",2008
"1731",158,"maiden",27,"NULL",NA,"NULL",2009
"1732",158,"maiden",27,"NULL",NA,"NULL",2010
"1733",158,"maiden",27,"NULL",NA,"NULL",2011
"1734",158,"maiden",27,"NULL",NA,"NULL",2012
"1735",158,"maiden",27,"NULL",NA,"NULL",2013
"1736",158,"maiden",27,"NULL",NA,"NULL",2014
"1737",158,"maiden",27,"NULL",NA,"NULL",2015
"1738",159,"maiden",143,"1","130","0",2016
"1739",159,"maiden",143,"1","130","0",2017
"1740",159,"maiden",143,"1","130","0",2018
"1741",159,"maiden",143,"1","130","0",2019
"1742",160,"multistem",86,"NULL",NA,"NULL",2007
"1743",160,"multistem",86,"NULL",NA,"NULL",2008
"1744",160,"multistem",86,"NULL",NA,"NULL",2009
"1745",160,"multistem",86,"NULL",NA,"NULL",2010
"1746",160,"multistem",86,"NULL",NA,"NULL",2011
"1747",160,"multistem",86,"NULL",NA,"NULL",2012
"1748",160,"multistem",86,"NULL",NA,"NULL",2013
"1749",160,"multistem",86,"NULL",NA,"NULL",2014
"1750",160,"multistem",86,"NULL",NA,"NULL",2015
"1751",160,"multistem",134,"2","130","0",2016
"1752",160,"multistem",134,"2","130","0",2017
"1753",160,"multistem",134,"2","130","0",2018
"1754",160,"multistem",134,"2","130","0",2019
"1755",161,"multistem",98,"NULL",NA,"NULL",2007
