"","VisitID","TreeID","Score","Date","Year","TreeForm","Girth_cm","JulianDate"
"13516",20017,1324,6,"2017-05-18",2017,"maiden",240,138
"13517",20018,1324,6,"2017-05-20",2017,"maiden",240,140
"13518",20019,1324,6,"2017-05-22",2017,"maiden",240,142
"13519",20020,1324,6,"2017-05-24",2017,"maiden",240,144
"13520",20021,1324,6,"2017-05-26",2017,"maiden",240,146
"13521",20022,1330,1,"2017-04-15",2017,"maiden",239,105
"13522",20023,1330,1,"2017-04-18",2017,"maiden",239,108
"13523",20024,1330,1,"2017-04-22",2017,"maiden",239,112
"13524",20025,1330,2,"2017-04-25",2017,"maiden",239,115
"13525",20026,1330,3,"2017-04-27",2017,"maiden",239,117
"13526",20027,1330,3,"2017-04-29",2017,"maiden",239,119
"13527",20028,1330,3,"2017-05-01",2017,"maiden",239,121
"13528",20029,1330,3,"2017-05-04",2017,"maiden",239,124
"13529",20030,1330,5,"2017-05-06",2017,"maiden",239,126
"13530",20031,1330,4,"2017-05-08",2017,"maiden",239,128
"13531",20032,1330,5,"2017-05-10",2017,"maiden",239,130
"13532",20033,1330,5,"2017-05-12",2017,"maiden",239,132
"13533",20034,1330,5,"2017-05-14",2017,"maiden",239,134
"13534",20035,1330,5,"2017-05-16",2017,"maiden",239,136
"13535",20036,1330,5,"2017-05-18",2017,"maiden",239,138
"13536",20037,1330,5,"2017-05-20",2017,"maiden",239,140
"13537",20038,1330,6,"2017-05-22",2017,"maiden",239,142
"13538",20039,1330,6,"2017-05-24",2017,"maiden",239,144
"13539",20040,1330,6,"2017-05-26",2017,"maiden",239,146
"13540",20041,1333,2,"2017-04-10",2017,"maiden",114,100
"13541",20042,1333,2,"2017-04-11",2017,"maiden",114,101
"13542",20043,1333,2,"2017-04-13",2017,"maiden",114,103
"13543",20044,1333,2,"2017-04-15",2017,"maiden",114,105
"13544",20045,1333,3,"2017-04-18",2017,"maiden",114,108
"13545",20046,1333,3,"2017-04-22",2017,"maiden",114,112
"13546",20047,1333,4,"2017-04-25",2017,"maiden",114,115
"13547",20048,1333,4,"2017-04-27",2017,"maiden",114,117
"13548",20049,1333,5,"2017-04-29",2017,"maiden",114,119
"13549",20050,1333,5,"2017-05-01",2017,"maiden",114,121
"13550",20051,1333,5,"2017-05-04",2017,"maiden",114,124
"13551",20052,1333,5,"2017-05-06",2017,"maiden",114,126
"13552",20053,1333,5,"2017-05-08",2017,"maiden",114,128
"13553",20054,1333,5,"2017-05-10",2017,"maiden",114,130
"13554",20055,1333,5,"2017-05-12",2017,"maiden",114,132
"13555",20056,1333,5,"2017-05-14",2017,"maiden",114,134
"13556",20057,1333,5,"2017-05-16",2017,"maiden",114,136
"13557",20058,1333,6,"2017-05-18",2017,"maiden",114,138
"13558",20059,1333,6,"2017-05-20",2017,"maiden",114,140
"13559",20060,1333,6,"2017-05-22",2017,"maiden",114,142
"13560",20061,1333,6,"2017-05-24",2017,"maiden",114,144
"13561",20062,1333,6,"2017-05-26",2017,"maiden",114,146
"13562",20082,1349,3,"2017-04-13",2017,"maiden",124,103
"13563",20083,1349,3,"2017-04-15",2017,"maiden",124,105
"13564",20084,1349,3,"2017-04-18",2017,"maiden",124,108
"13565",20085,1349,4,"2017-04-22",2017,"maiden",124,112
"13566",20086,1349,4,"2017-04-25",2017,"maiden",124,115
"13567",20087,1349,4,"2017-04-27",2017,"maiden",124,117
"13568",20088,1349,5,"2017-04-29",2017,"maiden",124,119
"13569",20089,1349,5,"2017-05-01",2017,"maiden",124,121
"13570",20090,1349,5,"2017-05-04",2017,"maiden",124,124
"13571",20091,1349,5,"2017-05-06",2017,"maiden",124,126
"13572",20092,1349,5,"2017-05-08",2017,"maiden",124,128
"13573",20093,1349,5,"2017-05-10",2017,"maiden",124,130
"13574",20094,1349,5,"2017-05-12",2017,"maiden",124,132
"13575",20095,1349,5,"2017-05-14",2017,"maiden",124,134
"13576",20096,1349,6,"2017-05-16",2017,"maiden",124,136
"13577",20097,1349,6,"2017-05-18",2017,"maiden",124,138
"13578",20098,1349,6,"2017-05-20",2017,"maiden",124,140
"13579",20099,1349,6,"2017-05-22",2017,"maiden",124,142
"13580",20100,1349,6,"2017-05-24",2017,"maiden",124,144
"13581",20101,1349,6,"2017-05-26",2017,"maiden",124,146
"13582",20102,1350,3,"2017-04-13",2017,"maiden",84,103
"13583",20103,1350,3,"2017-04-15",2017,"maiden",84,105
"13584",20104,1350,3,"2017-04-18",2017,"maiden",84,108
"13585",20105,1350,4,"2017-04-22",2017,"maiden",84,112
"13586",20106,1350,4,"2017-04-25",2017,"maiden",84,115
"13587",20107,1350,4,"2017-04-27",2017,"maiden",84,117
"13588",20108,1350,4,"2017-04-29",2017,"maiden",84,119
"13589",20109,1350,5,"2017-05-01",2017,"maiden",84,121
"13590",20110,1350,5,"2017-05-04",2017,"maiden",84,124
"13591",20111,1350,5,"2017-05-06",2017,"maiden",84,126
"13592",20112,1350,5,"2017-05-08",2017,"maiden",84,128
"13593",20113,1350,5,"2017-05-10",2017,"maiden",84,130
"13594",20114,1350,5,"2017-05-12",2017,"maiden",84,132
"13595",20115,1350,5,"2017-05-14",2017,"maiden",84,134
"13596",20116,1350,6,"2017-05-16",2017,"maiden",84,136
"13597",20117,1350,6,"2017-05-18",2017,"maiden",84,138
"13598",20118,1350,6,"2017-05-20",2017,"maiden",84,140
"13599",20119,1350,6,"2017-05-22",2017,"maiden",84,142
"13600",20120,1350,6,"2017-05-24",2017,"maiden",84,144
"13601",20121,1350,6,"2017-05-26",2017,"maiden",84,146
"13602",20122,1351,2,"2017-04-10",2017,"maiden",29,100
"13603",20123,1351,2,"2017-04-11",2017,"maiden",29,101
"13604",20124,1351,3,"2017-04-13",2017,"maiden",29,103
"13605",20125,1351,3,"2017-04-15",2017,"maiden",29,105
"13606",20126,1351,3,"2017-04-18",2017,"maiden",29,108
"13607",20127,1351,4,"2017-04-22",2017,"maiden",29,112
"13608",20128,1351,4,"2017-04-25",2017,"maiden",29,115
"13609",20129,1351,4,"2017-04-27",2017,"maiden",29,117
"13610",20130,1351,4,"2017-04-29",2017,"maiden",29,119
"13611",20131,1351,4,"2017-05-01",2017,"maiden",29,121
"13612",20132,1351,4,"2017-05-04",2017,"maiden",29,124
"13613",20133,1351,4,"2017-05-06",2017,"maiden",29,126
"13614",20134,1351,4,"2017-05-08",2017,"maiden",29,128
"13615",20135,1351,4,"2017-05-10",2017,"maiden",29,130
"13616",20136,1351,4,"2017-05-12",2017,"maiden",29,132
"13617",20137,1351,4,"2017-05-14",2017,"maiden",29,134
"13618",20138,1351,4,"2017-05-16",2017,"maiden",29,136
"13619",20139,1351,6,"2017-05-18",2017,"maiden",29,138
"13620",20140,1351,6,"2017-05-20",2017,"maiden",29,140
"13621",20141,1351,6,"2017-05-22",2017,"maiden",29,142
"13622",20142,1351,6,"2017-05-24",2017,"maiden",29,144
"13623",20143,1351,6,"2017-05-26",2017,"maiden",29,146
"13624",20144,1352,2,"2017-04-10",2017,"maiden",62,100
"13625",20145,1352,3,"2017-04-11",2017,"maiden",62,101
"13626",20146,1352,3,"2017-04-13",2017,"maiden",62,103
"13627",20147,1352,3,"2017-04-15",2017,"maiden",62,105
"13628",20148,1352,3,"2017-04-18",2017,"maiden",62,108
"13629",20149,1352,4,"2017-04-22",2017,"maiden",62,112
"13630",20150,1352,4,"2017-04-25",2017,"maiden",62,115
"13631",20151,1352,4,"2017-04-27",2017,"maiden",62,117
"13632",20152,1352,4,"2017-04-29",2017,"maiden",62,119
"13633",20153,1352,5,"2017-05-01",2017,"maiden",62,121
"13634",20154,1352,5,"2017-05-04",2017,"maiden",62,124
"13635",20155,1352,5,"2017-05-06",2017,"maiden",62,126
"13636",20156,1352,5,"2017-05-08",2017,"maiden",62,128
"13637",20157,1352,5,"2017-05-10",2017,"maiden",62,130
"13638",20158,1352,5,"2017-05-12",2017,"maiden",62,132
"13639",20159,1352,5,"2017-05-14",2017,"maiden",62,134
"13640",20160,1352,6,"2017-05-16",2017,"maiden",62,136
"13641",20161,1352,6,"2017-05-18",2017,"maiden",62,138
"13642",20162,1352,6,"2017-05-20",2017,"maiden",62,140
"13643",20163,1352,6,"2017-05-22",2017,"maiden",62,142
"13644",20164,1352,6,"2017-05-24",2017,"maiden",62,144
"13645",20165,1352,6,"2017-05-26",2017,"maiden",62,146
"13646",20166,1356,1,"2017-04-10",2017,"maiden",50,100
"13647",20167,1356,2,"2017-04-11",2017,"maiden",50,101
"13648",20168,1356,2,"2017-04-13",2017,"maiden",50,103
"13649",20169,1356,3,"2017-04-15",2017,"maiden",50,105
"13650",20170,1356,3,"2017-04-18",2017,"maiden",50,108
"13651",20171,1356,4,"2017-04-22",2017,"maiden",50,112
"13652",20172,1356,4,"2017-04-25",2017,"maiden",50,115
"13653",20173,1356,4,"2017-04-27",2017,"maiden",50,117
"13654",20174,1356,4,"2017-04-29",2017,"maiden",50,119
"13655",20175,1356,4,"2017-05-01",2017,"maiden",50,121
"13656",20176,1356,4,"2017-05-04",2017,"maiden",50,124
"13657",20177,1356,4,"2017-05-06",2017,"maiden",50,126
"13658",20178,1356,5,"2017-05-08",2017,"maiden",50,128
"13659",20179,1356,5,"2017-05-10",2017,"maiden",50,130
"13660",20180,1356,4,"2017-05-12",2017,"maiden",50,132
"13661",20181,1356,5,"2017-05-14",2017,"maiden",50,134
"13662",20182,1356,5,"2017-05-16",2017,"maiden",50,136
"13663",20183,1356,6,"2017-05-18",2017,"maiden",50,138
"13664",20184,1356,6,"2017-05-20",2017,"maiden",50,140
"13665",20185,1356,6,"2017-05-22",2017,"maiden",50,142
"13666",20186,1356,6,"2017-05-24",2017,"maiden",50,144
"13667",20187,1356,6,"2017-05-26",2017,"maiden",50,146
"13668",20188,1361,3,"2017-04-10",2017,"maiden",180,100
"13669",20189,1361,3,"2017-04-11",2017,"maiden",180,101
"13670",20190,1361,3,"2017-04-13",2017,"maiden",180,103
"13671",20191,1361,4,"2017-04-15",2017,"maiden",180,105
"13672",20192,1361,4,"2017-04-18",2017,"maiden",180,108
"13673",20193,1361,4,"2017-04-22",2017,"maiden",180,112
"13674",20194,1361,4,"2017-04-25",2017,"maiden",180,115
"13675",20195,1361,5,"2017-04-27",2017,"maiden",180,117
"13676",20196,1361,5,"2017-04-29",2017,"maiden",180,119
"13677",20197,1361,5,"2017-05-01",2017,"maiden",180,121
"13678",20198,1361,5,"2017-05-04",2017,"maiden",180,124
"13679",20199,1361,5,"2017-05-06",2017,"maiden",180,126
"13680",20200,1361,5,"2017-05-08",2017,"maiden",180,128
"13681",20201,1361,5,"2017-05-10",2017,"maiden",180,130
"13682",20202,1361,5,"2017-05-12",2017,"maiden",180,132
"13683",20203,1361,5,"2017-05-14",2017,"maiden",180,134
"13684",20204,1361,6,"2017-05-16",2017,"maiden",180,136
"13685",20205,1361,6,"2017-05-18",2017,"maiden",180,138
"13686",20206,1361,6,"2017-05-20",2017,"maiden",180,140
"13687",20207,1361,6,"2017-05-22",2017,"maiden",180,142
"13688",20208,1361,6,"2017-05-24",2017,"maiden",180,144
"13689",20209,1361,6,"2017-05-26",2017,"maiden",180,146
"13690",20210,1367,4,"2017-04-25",2017,"maiden",90,115
"13691",20211,1367,4,"2017-04-27",2017,"maiden",90,117
"13692",20212,1367,4,"2017-04-29",2017,"maiden",90,119
"13693",20213,1367,5,"2017-05-01",2017,"maiden",90,121
"13694",20214,1367,3,"2017-05-06",2017,"maiden",90,126
"13695",20215,1372,1,"2017-04-10",2017,"maiden",68,100
"13696",20216,1372,1,"2017-04-11",2017,"maiden",68,101
"13697",20217,1372,1,"2017-04-13",2017,"maiden",68,103
"13698",20218,1372,1,"2017-04-15",2017,"maiden",68,105
"13699",20219,1372,1,"2017-04-18",2017,"maiden",68,108
"13700",20220,1372,1,"2017-04-22",2017,"maiden",68,112
"13701",20221,1372,1,"2017-04-25",2017,"maiden",68,115
"13702",20222,1372,2,"2017-04-27",2017,"maiden",68,117
"13703",20223,1372,2,"2017-04-29",2017,"maiden",68,119
"13704",20224,1372,3,"2017-05-01",2017,"maiden",68,121
"13705",20225,1372,3,"2017-05-04",2017,"maiden",68,124
"13706",20226,1372,4,"2017-05-06",2017,"maiden",68,126
"13707",20227,1372,4,"2017-05-08",2017,"maiden",68,128
"13708",20228,1372,4,"2017-05-10",2017,"maiden",68,130
"13709",20229,1372,5,"2017-05-12",2017,"maiden",68,132
"13710",20230,1372,5,"2017-05-14",2017,"maiden",68,134
"13711",20231,1372,5,"2017-05-16",2017,"maiden",68,136
"13712",20232,1372,6,"2017-05-18",2017,"maiden",68,138
"13713",20233,1372,6,"2017-05-20",2017,"maiden",68,140
"13714",20234,1372,6,"2017-05-22",2017,"maiden",68,142
"13715",20235,1372,6,"2017-05-24",2017,"maiden",68,144
"13716",20236,1372,6,"2017-05-26",2017,"maiden",68,146
"13717",20237,1374,2,"2017-04-10",2017,"maiden",100,100
"13718",20238,1374,2,"2017-04-11",2017,"maiden",100,101
"13719",20239,1374,2,"2017-04-13",2017,"maiden",100,103
"13720",20240,1374,3,"2017-04-15",2017,"maiden",100,105
"13721",20241,1374,4,"2017-04-18",2017,"maiden",100,108
"13722",20242,1374,4,"2017-04-22",2017,"maiden",100,112
"13723",20243,1374,4,"2017-04-25",2017,"maiden",100,115
"13724",20244,1374,4,"2017-04-27",2017,"maiden",100,117
"13725",20245,1374,4,"2017-04-29",2017,"maiden",100,119
"13726",20246,1374,5,"2017-05-01",2017,"maiden",100,121
"13727",20247,1374,4,"2017-05-04",2017,"maiden",100,124
"13728",20248,1374,4,"2017-05-06",2017,"maiden",100,126
"13729",20249,1374,4,"2017-05-08",2017,"maiden",100,128
"13730",20250,1374,4,"2017-05-10",2017,"maiden",100,130
"13731",20251,1374,5,"2017-05-12",2017,"maiden",100,132
"13732",20252,1374,5,"2017-05-14",2017,"maiden",100,134
"13733",20253,1374,5,"2017-05-16",2017,"maiden",100,136
"13734",20254,1374,6,"2017-05-18",2017,"maiden",100,138
"13735",20255,1374,6,"2017-05-20",2017,"maiden",100,140
"13736",20256,1374,6,"2017-05-22",2017,"maiden",100,142
"13737",20257,1374,6,"2017-05-24",2017,"maiden",100,144
"13738",20258,1374,6,"2017-05-26",2017,"maiden",100,146
"13739",20259,1380,3,"2017-04-13",2017,"maiden",169,103
"13740",20260,1380,3,"2017-04-15",2017,"maiden",169,105
"13741",20261,1380,3,"2017-04-18",2017,"maiden",169,108
"13742",20262,1380,3,"2017-04-22",2017,"maiden",169,112
"13743",20263,1380,4,"2017-04-25",2017,"maiden",169,115
"13744",20264,1380,4,"2017-04-27",2017,"maiden",169,117
"13745",20265,1380,4,"2017-04-29",2017,"maiden",169,119
"13746",20266,1380,5,"2017-05-01",2017,"maiden",169,121
"13747",20267,1380,5,"2017-05-04",2017,"maiden",169,124
"13748",20268,1380,5,"2017-05-06",2017,"maiden",169,126
"13749",20269,1380,5,"2017-05-08",2017,"maiden",169,128
"13750",20270,1380,5,"2017-05-10",2017,"maiden",169,130
"13751",20271,1380,5,"2017-05-12",2017,"maiden",169,132
"13752",20272,1380,5,"2017-05-14",2017,"maiden",169,134
"13753",20273,1380,6,"2017-05-16",2017,"maiden",169,136
"13754",20274,1380,6,"2017-05-18",2017,"maiden",169,138
"13755",20275,1380,6,"2017-05-20",2017,"maiden",169,140
"13756",20276,1380,6,"2017-05-22",2017,"maiden",169,142
"13757",20277,1380,6,"2017-05-24",2017,"maiden",169,144
"13758",20278,1380,6,"2017-05-26",2017,"maiden",169,146
"13759",20279,1385,3,"2017-04-13",2017,"maiden",291,103
"13760",20280,1385,3,"2017-04-15",2017,"maiden",291,105
"13761",20281,1385,3,"2017-04-18",2017,"maiden",291,108
"13762",20282,1385,4,"2017-04-22",2017,"maiden",291,112
"13763",20283,1385,5,"2017-04-25",2017,"maiden",291,115
"13764",20284,1385,5,"2017-04-27",2017,"maiden",291,117
"13765",20285,1385,5,"2017-04-29",2017,"maiden",291,119
"13766",20286,1385,5,"2017-05-01",2017,"maiden",291,121
"13767",20287,1385,5,"2017-05-04",2017,"maiden",291,124
"13768",20288,1385,5,"2017-05-06",2017,"maiden",291,126
"13769",20289,1385,5,"2017-05-08",2017,"maiden",291,128
"13770",20290,1385,5,"2017-05-10",2017,"maiden",291,130
"13771",20291,1385,5,"2017-05-12",2017,"maiden",291,132
"13772",20292,1385,5,"2017-05-14",2017,"maiden",291,134
"13773",20293,1385,6,"2017-05-16",2017,"maiden",291,136
"13774",20294,1385,6,"2017-05-18",2017,"maiden",291,138
"13775",20295,1385,6,"2017-05-20",2017,"maiden",291,140
"13776",20296,1385,6,"2017-05-22",2017,"maiden",291,142
"13777",20297,1385,6,"2017-05-24",2017,"maiden",291,144
"13778",20298,1385,6,"2017-05-26",2017,"maiden",291,146
"13779",20299,1386,3,"2017-04-13",2017,"maiden",375,103
"13780",20300,1386,3,"2017-04-15",2017,"maiden",375,105
"13781",20301,1386,3,"2017-04-18",2017,"maiden",375,108
"13782",20302,1386,4,"2017-04-22",2017,"maiden",375,112
"13783",20303,1386,4,"2017-04-25",2017,"maiden",375,115
"13784",20304,1386,4,"2017-04-27",2017,"maiden",375,117
"13785",20305,1386,4,"2017-04-29",2017,"maiden",375,119
"13786",20306,1386,5,"2017-05-01",2017,"maiden",375,121
"13787",20307,1386,5,"2017-05-04",2017,"maiden",375,124
"13788",20308,1386,5,"2017-05-06",2017,"maiden",375,126
"13789",20309,1386,5,"2017-05-08",2017,"maiden",375,128
"13790",20310,1386,5,"2017-05-10",2017,"maiden",375,130
"13791",20311,1386,5,"2017-05-12",2017,"maiden",375,132
"13792",20312,1386,5,"2017-05-14",2017,"maiden",375,134
"13793",20313,1386,6,"2017-05-16",2017,"maiden",375,136
"13794",20314,1386,6,"2017-05-18",2017,"maiden",375,138
"13795",20315,1386,6,"2017-05-20",2017,"maiden",375,140
"13796",20316,1386,6,"2017-05-22",2017,"maiden",375,142
"13797",20317,1386,6,"2017-05-24",2017,"maiden",375,144
"13798",20318,1386,6,"2017-05-26",2017,"maiden",375,146
"13799",20319,1388,3,"2017-04-13",2017,"maiden",404,103
"13800",20320,1388,3,"2017-04-15",2017,"maiden",404,105
"13801",20321,1388,3,"2017-04-18",2017,"maiden",404,108
"13802",20322,1388,4,"2017-04-22",2017,"maiden",404,112
"13803",20323,1388,4,"2017-04-25",2017,"maiden",404,115
"13804",20324,1388,4,"2017-04-27",2017,"maiden",404,117
"13805",20325,1388,4,"2017-04-29",2017,"maiden",404,119
"13806",20326,1388,5,"2017-05-01",2017,"maiden",404,121
"13807",20327,1388,5,"2017-05-04",2017,"maiden",404,124
"13808",20328,1388,5,"2017-05-06",2017,"maiden",404,126
"13809",20329,1388,5,"2017-05-08",2017,"maiden",404,128
"13810",20330,1388,6,"2017-05-10",2017,"maiden",404,130
"13811",20331,1388,6,"2017-05-12",2017,"maiden",404,132
"13812",20332,1388,6,"2017-05-14",2017,"maiden",404,134
"13813",20333,1388,6,"2017-05-16",2017,"maiden",404,136
"13814",20334,1388,6,"2017-05-18",2017,"maiden",404,138
"13815",20335,1388,6,"2017-05-20",2017,"maiden",404,140
"13816",20336,1388,6,"2017-05-22",2017,"maiden",404,142
"13817",20337,1388,6,"2017-05-24",2017,"maiden",404,144
"13818",20338,1388,6,"2017-05-26",2017,"maiden",404,146
"13819",20339,1390,1,"2017-04-06",2017,"maiden",282,96
"13820",20340,1390,2,"2017-04-10",2017,"maiden",282,100
"13821",20341,1390,2,"2017-04-11",2017,"maiden",282,101
"13822",20342,1390,2,"2017-04-13",2017,"maiden",282,103
"13823",20343,1390,2,"2017-04-15",2017,"maiden",282,105
"13824",20344,1390,3,"2017-04-18",2017,"maiden",282,108
"13825",20345,1390,3,"2017-04-22",2017,"maiden",282,112
"13826",20346,1390,3,"2017-04-25",2017,"maiden",282,115
"13827",20347,1390,3,"2017-04-27",2017,"maiden",282,117
"13828",20348,1390,4,"2017-04-29",2017,"maiden",282,119
"13829",20349,1390,5,"2017-05-01",2017,"maiden",282,121
"13830",20350,1390,5,"2017-05-04",2017,"maiden",282,124
"13831",20351,1390,5,"2017-05-06",2017,"maiden",282,126
"13832",20352,1390,5,"2017-05-08",2017,"maiden",282,128
"13833",20353,1390,5,"2017-05-10",2017,"maiden",282,130
"13834",20354,1390,5,"2017-05-12",2017,"maiden",282,132
"13835",20355,1390,5,"2017-05-14",2017,"maiden",282,134
"13836",20356,1390,6,"2017-05-16",2017,"maiden",282,136
"13837",20357,1390,6,"2017-05-18",2017,"maiden",282,138
"13838",20358,1390,6,"2017-05-20",2017,"maiden",282,140
"13839",20359,1390,6,"2017-05-22",2017,"maiden",282,142
"13840",20360,1390,6,"2017-05-24",2017,"maiden",282,144
"13841",20361,1390,6,"2017-05-26",2017,"maiden",282,146
"13842",20362,1396,4,"2017-04-13",2017,"maiden",315,103
"13843",20363,1396,4,"2017-04-15",2017,"maiden",315,105
"13844",20364,1396,4,"2017-04-18",2017,"maiden",315,108
"13845",20365,1396,4,"2017-04-22",2017,"maiden",315,112
"13846",20366,1396,4,"2017-04-25",2017,"maiden",315,115
"13847",20367,1396,4,"2017-04-27",2017,"maiden",315,117
"13848",20368,1396,5,"2017-04-29",2017,"maiden",315,119
"13849",20369,1396,5,"2017-05-01",2017,"maiden",315,121
"13850",20370,1396,5,"2017-05-04",2017,"maiden",315,124
"13851",20371,1396,5,"2017-05-06",2017,"maiden",315,126
"13852",20372,1396,5,"2017-05-08",2017,"maiden",315,128
"13853",20373,1396,5,"2017-05-10",2017,"maiden",315,130
"13854",20374,1396,5,"2017-05-12",2017,"maiden",315,132
"13855",20375,1396,6,"2017-05-14",2017,"maiden",315,134
"13856",20376,1396,6,"2017-05-16",2017,"maiden",315,136
"13857",20377,1396,6,"2017-05-18",2017,"maiden",315,138
"13858",20378,1396,6,"2017-05-20",2017,"maiden",315,140
"13859",20379,1396,6,"2017-05-22",2017,"maiden",315,142
"13860",20380,1396,6,"2017-05-24",2017,"maiden",315,144
"13861",20381,1396,6,"2017-05-26",2017,"maiden",315,146
"13862",20382,1397,4,"2017-04-13",2017,"maiden",312,103
"13863",20383,1397,4,"2017-04-15",2017,"maiden",312,105
"13864",20384,1397,4,"2017-04-18",2017,"maiden",312,108
"13865",20385,1397,4,"2017-04-22",2017,"maiden",312,112
"13866",20386,1397,4,"2017-04-25",2017,"maiden",312,115
"13867",20387,1397,5,"2017-04-27",2017,"maiden",312,117
"13868",20388,1397,5,"2017-04-29",2017,"maiden",312,119
"13869",20389,1397,5,"2017-05-01",2017,"maiden",312,121
"13870",20390,1397,5,"2017-05-04",2017,"maiden",312,124
"13871",20391,1397,5,"2017-05-06",2017,"maiden",312,126
"13872",20392,1397,5,"2017-05-08",2017,"maiden",312,128
"13873",20393,1397,5,"2017-05-10",2017,"maiden",312,130
"13874",20394,1397,6,"2017-05-12",2017,"maiden",312,132
"13875",20395,1397,6,"2017-05-14",2017,"maiden",312,134
"13876",20396,1397,6,"2017-05-16",2017,"maiden",312,136
"13877",20397,1397,6,"2017-05-18",2017,"maiden",312,138
"13878",20398,1397,6,"2017-05-20",2017,"maiden",312,140
"13879",20399,1397,6,"2017-05-22",2017,"maiden",312,142
"13880",20400,1397,6,"2017-05-24",2017,"maiden",312,144
"13881",20401,1397,6,"2017-05-26",2017,"maiden",312,146
"13882",20402,1399,3,"2017-04-06",2017,"maiden",275,96
"13883",20403,1399,3,"2017-04-10",2017,"maiden",275,100
"13884",20404,1399,3,"2017-04-11",2017,"maiden",275,101
"13885",20405,1399,3,"2017-04-13",2017,"maiden",275,103
"13886",20406,1399,3,"2017-04-15",2017,"maiden",275,105
"13887",20407,1399,4,"2017-04-18",2017,"maiden",275,108
"13888",20408,1399,4,"2017-04-22",2017,"maiden",275,112
"13889",20409,1399,4,"2017-04-25",2017,"maiden",275,115
"13890",20410,1399,4,"2017-04-27",2017,"maiden",275,117
"13891",20411,1399,5,"2017-04-29",2017,"maiden",275,119
"13892",20412,1399,5,"2017-05-01",2017,"maiden",275,121
"13893",20413,1399,5,"2017-05-04",2017,"maiden",275,124
"13894",20414,1399,5,"2017-05-06",2017,"maiden",275,126
"13895",20415,1399,5,"2017-05-08",2017,"maiden",275,128
"13896",20416,1399,5,"2017-05-10",2017,"maiden",275,130
"13897",20417,1399,6,"2017-05-12",2017,"maiden",275,132
"13898",20418,1399,6,"2017-05-14",2017,"maiden",275,134
"13899",20419,1399,6,"2017-05-16",2017,"maiden",275,136
"13900",20420,1399,6,"2017-05-18",2017,"maiden",275,138
"13901",20421,1399,6,"2017-05-20",2017,"maiden",275,140
"13902",20422,1399,6,"2017-05-22",2017,"maiden",275,142
"13903",20423,1399,6,"2017-05-24",2017,"maiden",275,144
"13904",20424,1399,6,"2017-05-26",2017,"maiden",275,146
"13905",20425,1400,1,"2017-04-06",2017,"maiden",264,96
"13906",20426,1400,2,"2017-04-10",2017,"maiden",264,100
"13907",20427,1400,2,"2017-04-11",2017,"maiden",264,101
"13908",20428,1400,3,"2017-04-13",2017,"maiden",264,103
"13909",20429,1400,3,"2017-04-15",2017,"maiden",264,105
"13910",20430,1400,3,"2017-04-18",2017,"maiden",264,108
"13911",20431,1400,3,"2017-04-22",2017,"maiden",264,112
"13912",20432,1400,4,"2017-04-25",2017,"maiden",264,115
"13913",20433,1400,4,"2017-04-27",2017,"maiden",264,117
"13914",20434,1400,4,"2017-04-29",2017,"maiden",264,119
"13915",20435,1400,5,"2017-05-01",2017,"maiden",264,121
"13916",20436,1400,5,"2017-05-04",2017,"maiden",264,124
"13917",20437,1400,5,"2017-05-06",2017,"maiden",264,126
"13918",20438,1400,5,"2017-05-08",2017,"maiden",264,128
"13919",20439,1400,5,"2017-05-10",2017,"maiden",264,130
"13920",20440,1400,5,"2017-05-12",2017,"maiden",264,132
"13921",20441,1400,5,"2017-05-14",2017,"maiden",264,134
"13922",20442,1400,5,"2017-05-16",2017,"maiden",264,136
"13923",20443,1400,6,"2017-05-18",2017,"maiden",264,138
"13924",20444,1400,6,"2017-05-20",2017,"maiden",264,140
"13925",20445,1400,6,"2017-05-22",2017,"maiden",264,142
"13926",20446,1400,6,"2017-05-24",2017,"maiden",264,144
"13927",20447,1400,6,"2017-05-26",2017,"maiden",264,146
"13928",20448,1401,1,"2017-04-06",2017,"maiden",279,96
"13929",20449,1401,2,"2017-04-10",2017,"maiden",279,100
"13930",20450,1401,2,"2017-04-11",2017,"maiden",279,101
"13931",20451,1401,2,"2017-04-13",2017,"maiden",279,103
"13932",20452,1401,2,"2017-04-15",2017,"maiden",279,105
"13933",20453,1401,2,"2017-04-18",2017,"maiden",279,108
"13934",20454,1401,3,"2017-04-22",2017,"maiden",279,112
"13935",20455,1401,3,"2017-04-25",2017,"maiden",279,115
"13936",20456,1401,3,"2017-04-27",2017,"maiden",279,117
"13937",20457,1401,4,"2017-04-29",2017,"maiden",279,119
"13938",20458,1401,4,"2017-05-01",2017,"maiden",279,121
"13939",20459,1401,5,"2017-05-04",2017,"maiden",279,124
"13940",20460,1401,5,"2017-05-06",2017,"maiden",279,126
"13941",20461,1401,5,"2017-05-08",2017,"maiden",279,128
"13942",20462,1401,5,"2017-05-10",2017,"maiden",279,130
"13943",20463,1401,5,"2017-05-12",2017,"maiden",279,132
"13944",20464,1401,5,"2017-05-14",2017,"maiden",279,134
"13945",20465,1401,5,"2017-05-16",2017,"maiden",279,136
"13946",20466,1401,5,"2017-05-18",2017,"maiden",279,138
"13947",20467,1401,5,"2017-05-20",2017,"maiden",279,140
"13948",20468,1401,4,"2017-05-22",2017,"maiden",279,142
"13949",20469,1401,4,"2017-05-24",2017,"maiden",279,144
"13950",20470,1401,4,"2017-05-26",2017,"maiden",279,146
"13951",20471,1403,2,"2017-04-10",2017,"maiden",188,100
